GeneID	cellType	Source	ClusterID
CDA	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SLC7A7	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
DOK3	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SDCBP	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
VNN2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SOD2	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LAIR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
BC013828	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AX747598	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ASAH1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CLEC7A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
APOBEC3A	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
ABCC9	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CD68	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CFD	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
AL137655	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
EVI2B	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
LRP1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CTSD	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
C5AR1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NCF1C	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SLC11A1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
SERPINA1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
NCF1	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
CD14	DC3Lo_Mono1Hi	Villani_S6	Lower in CD1C_B (DC3)  / Higher in Mono1 (classical CD14++CD16– mono)
IRF2	cDC2_Ramin	Ramin	cDC2_Ramin
NOTCH2	cDC2_Ramin	Ramin	cDC2_Ramin
HLA-DQB1	monoDC_Ramin	Ramin	monoDC_Ramin
BATF3	cDC1_Ramin	Ramin	cDC1_Ramin
ID2	cDC1_Ramin	Ramin	cDC1_Ramin
PBX1	cDC1_Ramin	Ramin	cDC1_Ramin
SIRPA	cDC2_Ramin	Ramin	cDC2_Ramin
FCGR1A	MacMonoDC_Ramin	Ramin	MacMonoDC_Ramin
ADGRE1	MacMonoDC_Ramin	Ramin	MacMonoDC_Ramin
DPP4	cDC1_cDC2_Ramin	Ramin	cDC1_cDC2_Ramin
XCR1	cDC1_Ramin	Ramin	cDC1_Ramin
CADM1	cDC1_Ramin	Ramin	cDC1_Ramin
ITGAX	allDC_Ramin	Ramin	allDC_Ramin
IRF4	allDC_Ramin	Ramin	allDC_Ramin
IRF8	allDC_Ramin	Ramin	allDC_Ramin
HLA-DRB4	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
TMEM176B	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
LOC200772	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
AK307192	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
HLA-H	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
FAM110A	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
PLD4	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
IFITM1	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
HSPA7	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
FCGR2C	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
SH2D1B	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
HLA-DQA2	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
IFIT3	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
GRAMD1A	DC4Hi_Mono2Lo	Villani_S7	Higher in CD1C–CD141– (DC4) / Lower in Mono2 (CD16+ non-classical mono)
CMTM3	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
CDA	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
HIPK2	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
NAIP	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
GANAB	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
PID1	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
LOC649305	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
UNC80	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
SULF2	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
DDIT4	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
CSF3R	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
NLRP3	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
CXCR4	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
ALDH2	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
MS4A6A	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
TNFAIP3	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
ITGAM	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
NCF1C	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
LRP1	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
FKBP5	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
NCF1	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
CD36	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
VCAN	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
LGALS2	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
BC013828	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
PER1	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
S100A8	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
CD14	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
HLA-DQB1	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
GRN	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
RPS26	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
LAIR2	DC4Lo_Mono2Hi	Villani_S7	Lower in  CD1C–CD141– (DC4) / Higher in Mono2 (CD16+ non-classical mono)
